_id,id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,cycle_norm,RUL
605b1d2360f42e6ba7b344b1,2,11,0.4425287356,0.5,0,0,0.4096385542,0.5138434707,0.4267386901,0,1,0.6119162641,0.2727272727,0.1011846002,0,0.3095238095,0.5458422175,0.3529411765,0.12720611,0.2058484032,0,0.3333333333,0,0,0.519379845,0.618751726,0.027700831,136
605b1d2360f42e6ba7b344b2,2,12,0.6264367816,0.4166666667,0,0,0.4487951807,0.6104207543,0.5030384875,0,1,0.61352657,0.3333333333,0.1325495827,0,0.4702380952,0.5842217484,0.2941176471,0.1554339973,0.2416313967,0,0.3333333333,0,0,0.503875969,0.5394918531,0.0304709141,135
605b1d2360f42e6ba7b344b3,2,13,0.6954022989,0.5833333333,0,0,0.343373494,0.2812295618,0.3428426739,0,1,0.6103059581,0.3484848485,0.1022166382,0,0.3214285714,0.5565031983,0.3235294118,0.1480028899,0.4093882262,0,0.4166666667,0,0,0.5891472868,0.5836785418,0.0332409972,134
605b1d2360f42e6ba7b344b4,2,14,0.4252873563,0.5,0,0,0.3765060241,0.405057772,0.3440243079,0,1,0.4347826087,0.4090909091,0.1173382393,0,0.4047619048,0.7377398721,0.2352941176,0.1407782021,0.4220854175,0,0.4166666667,0,0,0.6124031008,0.6264843966,0.0360110803,133
605b1d2360f42e6ba7b344b5,2,15,0.4482758621,0.5,0,0,0.3373493976,0.242206235,0.278021607,0,1,0.5829307568,0.303030303,0.0949923719,0,0.4761904762,0.6098081023,0.3970588235,0.1288058623,0.4005386687,0,0.5,0,0,0.5658914729,0.688760011,0.0387811634,132
605b1d2360f42e6ba7b344b6,2,16,0.6034482759,0.3333333333,0,0,0.4006024096,0.3804229344,0.3242741391,0,1,0.6698872786,0.3787878788,0.1107870412,0,0.2797619048,0.618336887,0.3529411765,0.1451130148,0.603308965,0,0.4166666667,0,0,0.5581395349,0.6445733223,0.0415512465,131
605b1d2360f42e6ba7b344b7,2,17,0.4310344828,0.9166666667,0,0,0.2108433735,0.2659690429,0.4392302498,0,1,0.7552334944,0.2272727273,0.1151395495,0,0.4047619048,0.5756929638,0.2794117647,0.1701930024,0.4263178145,0,0.3333333333,0,0,0.4418604651,0.5052471693,0.0443213296,130
605b1d2360f42e6ba7b344b8,2,18,0.5287356322,0.5833333333,0,0,0.3734939759,0.5482886418,0.353646185,0,1,0.6103059581,0.3333333333,0.1257740285,0,0.2678571429,0.6034115139,0.3088235294,0.1397461038,0.4624855714,0,0.3333333333,0,0,0.5348837209,0.4592653963,0.0470914127,129
605b1d2360f42e6ba7b344b9,2,19,0.5287356322,0.5,0,0,0.3493975904,0.5238718116,0.3946657664,0,1,0.6247987118,0.3636363636,0.0882168177,0,0.3273809524,0.6780383795,0.2941176471,0.1561048612,0.6706425548,0,0.3333333333,0,0,0.488372093,0.57995029,0.0498614958,128
605b1d2360f42e6ba7b344ba,2,20,0.724137931,0.8333333333,0,0,0.4548192771,0.3948114236,0.3112761648,0,1,0.5893719807,0.3333333333,0.1206138383,0,0.4166666667,0.5842217484,0.3970588235,0.1545051089,0.5113505194,0,0.4166666667,0,0,0.488372093,0.4906103286,0.0526315789,127
605b1d2360f42e6ba7b344bb,2,21,0.2816091954,0.25,0,0,0.3343373494,0.4290385873,0.3401417961,0,1,0.5555555556,0.2727272727,0.1155882617,0,0.4583333333,0.5863539446,0.3529411765,0.1761791723,0.4863409003,0,0.5,0,0,0.5813953488,0.6757801712,0.055401662,126
605b1d2360f42e6ba7b344bc,2,22,0.5287356322,0.75,0,0,0.3704819277,0.3148027033,0.5138419986,0,1,0.7037037037,0.2272727273,0.1391905232,0,0.4107142857,0.7249466951,0.3088235294,0.1361853648,0.3932281647,0,0.4166666667,0,0,0.5736434109,0.4878486606,0.0581717452,125
605b1d2360f42e6ba7b344bd,2,23,0.4827586207,0.75,0,0,0.4457831325,0.4379768912,0.4316340311,0,1,0.6280193237,0.3787878788,0.1192677017,0,0.2857142857,0.7313432836,0.3382352941,0.1348436371,0.4563293574,0,0.4166666667,0,0,0.6744186047,0.5869925435,0.0609418283,124
605b1d2360f42e6ba7b344be,2,24,0.5574712644,0.1666666667,0,0,0.5903614458,0.4314366688,0.4488521269,0,1,0.576489533,0.303030303,0.1469532442,0,0.3571428571,0.6332622601,0.3382352941,0.1916090412,0.407079646,0,0.3333333333,0,0,0.6899224806,0.5241645954,0.0637119114,123
605b1d2360f42e6ba7b344bf,2,25,0.5804597701,0.1666666667,0,0,0.6385542169,0.4170481796,0.3789669142,0,1,0.5458937198,0.2121212121,0.1382482276,0,0.3988095238,0.6247334755,0.3529411765,0.171018681,0.4066948826,0,0.3333333333,0,0,0.5581395349,0.6690140845,0.0664819945,122
605b1d2360f42e6ba7b344c0,2,26,0.5689655172,0.5833333333,0,0,0.3915662651,0.3488118596,0.4395678596,0,1,0.4589371981,0.3939393939,0.1468635017,0,0.3630952381,0.4115138593,0.3235294118,0.1534214057,0.3201231243,0,0.3333333333,0,0,0.6124031008,0.4779066556,0.0692520776,121
605b1d2360f42e6ba7b344c1,2,27,0.4482758621,0.8333333333,0,0,0.4006024096,0.5655112274,0.4464888589,0,1,0.5555555556,0.3939393939,0.13833797,0,0.4047619048,0.6268656716,0.3382352941,0.1441325214,0.5463639861,0,0.4166666667,0,0,0.5271317829,0.5546810273,0.0720221607,120
605b1d2360f42e6ba7b344c2,2,28,0.4540229885,0.5,0,0,0.2861445783,0.4641377807,0.3771100608,0,1,0.6280193237,0.3333333333,0.1012743426,0,0.369047619,0.5330490405,0.2941176471,0.1534730106,0.3951519815,0,0.4166666667,0,0,0.480620155,0.6390499862,0.0747922438,119
605b1d2360f42e6ba7b344c3,2,29,0.4137931034,0.1666666667,0,0,0.3674698795,0.2356660126,0.3323767725,0,1,0.6392914654,0.303030303,0.1209279368,0,0.3095238095,0.5245202559,0.3529411765,0.1277737641,0.4224701808,0,0.5,0,0,0.6666666667,0.5651753659,0.0775623269,118
605b1d2360f42e6ba7b344c4,2,30,0.5862068966,0.8333333333,0,0,0.4638554217,0.2777414432,0.4679270763,0,1,0.6006441224,0.3333333333,0.0979987436,0,0.380952381,0.6503198294,0.3382352941,0.1684384353,0.5309734513,0,0.4166666667,0,0,0.6124031008,0.5669704502,0.08033241,117
605b1d2360f42e6ba7b344c5,2,31,0.5172413793,0.6666666667,0,0,0.4698795181,0.442119032,0.3413234301,0,1,0.5813204509,0.3181818182,0.1082742529,0,0.4047619048,0.5799573561,0.3676470588,0.1527505419,0.4090034629,0,0.5,0,0,0.4651162791,0.569317868,0.0831024931,116
605b1d2360f42e6ba7b344c6,2,32,0.683908046,0.6666666667,0,0,0.4728915663,0.5073032483,0.58541526,0,1,0.6328502415,0.3939393939,0.1533249574,0,0.3928571429,0.5948827292,0.3382352941,0.1547115285,0.3124278569,0,0.5,0,0,0.4651162791,0.5795360398,0.0858725762,115
605b1d2360f42e6ba7b344c7,2,33,0.4655172414,0.25,0,0,0.3975903614,0.469587966,0.3850438893,0,1,0.6441223833,0.2878787879,0.1221394598,0,0.380952381,0.5799573561,0.2647058824,0.1403137579,0.3516737207,0,0.5833333333,0,0,0.6821705426,0.5705606186,0.0886426593,114
605b1d2360f42e6ba7b344c8,2,34,0.3103448276,0.5833333333,0,0,0.3674698795,0.2443863091,0.4540850777,0,1,0.6714975845,0.3484848485,0.1192677017,0,0.4107142857,0.6780383795,0.3088235294,0.1386624007,0.4721046556,0,0.3333333333,0,0,0.6434108527,0.4961336647,0.0914127424,113
605b1d2360f42e6ba7b344c9,2,35,0.3103448276,0.4166666667,0,0,0.5060240964,0.573795509,0.3337272113,0,1,0.6103059581,0.2878787879,0.1194471866,0,0.3392857143,0.7036247335,0.3823529412,0.1246774693,0.51712197,0,0.4166666667,0,0,0.5658914729,0.5705606186,0.0941828255,112
605b1d2360f42e6ba7b344ca,2,36,0.4022988506,0.5833333333,0,0,0.3072289157,0.301940266,0.4324780554,0,1,0.5426731079,0.3333333333,0.1309342188,0,0.375,0.5906183369,0.3529411765,0.1636391784,0.3701423624,0,0.4166666667,0,0,0.5426356589,0.4558133112,0.0969529086,111
605b1d2360f42e6ba7b344cb,2,37,0.5229885057,0.4166666667,0,0,0.5993975904,0.2367560497,0.3811613774,0,1,0.6054750403,0.3181818182,0.1163510724,0,0.2023809524,0.6503198294,0.4117647059,0.1817008979,0.3574451712,0,0.4166666667,0,0,0.6821705426,0.5437724386,0.0997229917,110
605b1d2360f42e6ba7b344cc,2,38,0.3333333333,0.4166666667,0,0,0.4246987952,0.3799869196,0.3301823093,0,1,0.5539452496,0.303030303,0.1218702324,0,0.3869047619,0.5671641791,0.3529411765,0.1406233873,0.4971142747,0,0.4166666667,0,0,0.519379845,0.6488539078,0.1024930748,109
605b1d2360f42e6ba7b344cd,2,39,0.5114942529,0.8333333333,0,0,0.5331325301,0.4486592544,0.3917960837,0,1,0.5861513688,0.303030303,0.1255496724,0,0.4345238095,0.6524520256,0.3676470588,0.1475384457,0.4286263948,0,0.5,0,0,0.4108527132,0.5702844518,0.1052631579,108
605b1d2360f42e6ba7b344ce,2,40,0.632183908,0.75,0,0,0.4337349398,0.4205362982,0.4316340311,0,1,0.616747182,0.3939393939,0.1316521583,0,0.369047619,0.6865671642,0.3529411765,0.1426875839,0.3620623317,0,0.4166666667,0,0,0.4651162791,0.6560342447,0.108033241,107
605b1d2360f42e6ba7b344cf,2,41,0.4942528736,0.3333333333,0,0,0.4728915663,0.5437104862,0.3973666442,0,1,0.578099839,0.2727272727,0.0910885758,0,0.3511904762,0.592750533,0.3235294118,0.1318505522,0.3839938438,0,0.4166666667,0,0,0.5271317829,0.6170947252,0.1108033241,106
605b1d2360f42e6ba7b344d0,2,42,0.275862069,0.3333333333,0,0,0.4608433735,0.3355134075,0.4532410533,0,1,0.653784219,0.2878787879,0.104819169,0,0.3571428571,0.6012793177,0.3823529412,0.137888327,0.5921508272,0,0.4166666667,0,0,0.5736434109,0.4493233913,0.1135734072,105
605b1d2360f42e6ba7b344d1,2,43,0.5804597701,0.5833333333,0,0,0.484939759,0.3784608677,0.3850438893,0,1,0.5088566828,0.3181818182,0.1282868168,0,0.4166666667,0.5586353945,0.3970588235,0.1322117866,0.6456329357,0,0.3333333333,0,0,0.4573643411,0.5292736813,0.1163434903,104
605b1d2360f42e6ba7b344d2,2,44,0.367816092,0.75,0,0,0.4698795181,0.4514933508,0.4861580014,0,1,0.6070853462,0.3333333333,0.1261329983,0,0.4761904762,0.4840085288,0.3676470588,0.1663742388,0.4297806849,0,0.3333333333,0,0,0.503875969,0.6339409003,0.1191135734,103
605b1d2360f42e6ba7b344d3,2,45,0.3333333333,0.5,0,0,0.3825301205,0.4246784391,0.4042876435,0,1,0.6441223833,0.2878787879,0.1088575787,0,0.3869047619,0.631130064,0.3235294118,0.1459386934,0.4686417853,0,0.3333333333,0,0,0.6279069767,0.547362607,0.1218836565,102
605b1d2360f42e6ba7b344d4,2,46,0.6494252874,0.3333333333,0,0,0.4909638554,0.3982995422,0.3278190412,0,1,0.6409017713,0.3181818182,0.1059858207,0,0.3392857143,0.5010660981,0.3235294118,0.1490349881,0.4640246249,0,0.5,0,0,0.5736434109,0.4650648992,0.1246537396,101
605b1d2360f42e6ba7b344d5,2,47,0.3333333333,0.1666666667,0,0,0.4939759036,0.3605842599,0.3541525996,0,1,0.7069243156,0.2424242424,0.1372610608,0,0.3869047619,0.7547974414,0.3382352941,0.1487769636,0.3739899962,0,0.3333333333,0,0,0.5736434109,0.5555095278,0.1274238227,100
605b1d2360f42e6ba7b344d6,2,48,0.5632183908,0.4166666667,0,0,0.4307228916,0.3634183562,0.5015192438,0,1,0.5555555556,0.4242424242,0.112178049,0,0.3511904762,0.5607675906,0.3382352941,0.1326762308,0.4678722586,0,0.3333333333,0,0,0.6589147287,0.5490196078,0.1301939058,99
605b1d2360f42e6ba7b344d7,2,49,0.6034482759,0.4166666667,0,0,0.4036144578,0.3390015261,0.4824442944,0,1,0.5909822866,0.303030303,0.10338329,0,0.4880952381,0.6503198294,0.3088235294,0.1391268449,0.4832627934,0,0.25,0,0,0.519379845,0.5075945871,0.1329639889,98
605b1d2360f42e6ba7b344d8,3,1,0.4942528736,0.5833333333,0,0,0.2469879518,0.4115979943,0.4412559082,0,1,0.5716586151,0.2575757576,0.143228933,0,0.5119047619,0.7484008529,0.3676470588,0.1611621426,0.4159292035,0,0.3333333333,0,0,0.6589147287,0.5548191107,0,194
605b1d2360f42e6ba7b344d9,3,2,0.724137931,0.25,0,0,0.3072289157,0.572705472,0.43298447,0,1,0.6264090177,0.3181818182,0.0886655299,0,0.3511904762,0.5330490405,0.2941176471,0.1690060894,0.3593689881,0,0.4166666667,0,0,0.5426356589,0.5867163767,0.0027700831,193
605b1d2360f42e6ba7b344da,3,3,0.5344827586,0.75,0,0,0.5331325301,0.3429256595,0.4275827144,0,1,0.5442834138,0.2424242424,0.1420622813,0,0.3273809524,0.6886993603,0.3088235294,0.1617814016,0.2954982686,0,0.25,0,0,0.4263565891,0.6672190003,0.0055401662,192
605b1d2360f42e6ba7b344db,3,4,0.4367816092,0.4166666667,0,0,0.3644578313,0.4246784391,0.3235989196,0,1,0.5571658615,0.2727272727,0.1314726734,0,0.4821428571,0.618336887,0.3088235294,0.1778821344,0.4420931127,0,0.5833333333,0,0,0.4496124031,0.6536868268,0.0083102493,191
605b1d2360f42e6ba7b344dc,3,5,0.4770114943,0.25,0,0,0.3825301205,0.2626989318,0.3987170831,0,1,0.6054750403,0.3939393939,0.147940411,0,0.4107142857,0.5714285714,0.3088235294,0.1811848488,0.4967295114,0,0.3333333333,0,0,0.519379845,0.5400441867,0.0110803324,190
605b1d2360f42e6ba7b344dd,3,6,0.5229885057,0.5833333333,0,0,0.4126506024,0.3937213865,0.4120526671,0,1,0.6247987118,0.303030303,0.1426007359,0,0.2678571429,0.6908315565,0.3235294118,0.166890288,0.3097345133,0,0.5,0,0,0.5736434109,0.5726318696,0.0138504155,189
605b1d2360f42e6ba7b344de,3,7,0.4482758621,0.25,0,0,0.4307228916,0.4619577066,0.2515192438,0,1,0.5587761675,0.2424242424,0.1599658979,0,0.4642857143,0.6609808102,0.3088235294,0.1416554856,0.4578684109,0,0.3333333333,0,0,0.6279069767,0.5824357912,0.0166204986,188
605b1d2360f42e6ba7b344df,3,8,0.6896551724,0.5,0,0,0.4427710843,0.3754087639,0.4218433491,0,1,0.5974235105,0.2878787879,0.0937359777,0,0.3869047619,0.6652452026,0.2941176471,0.1640520178,0.5298191612,0,0.4166666667,0,0,0.5348837209,0.6389119028,0.0193905817,187
605b1d2360f42e6ba7b344e0,3,9,0.2931034483,0.3333333333,0,0,0.4036144578,0.4486592544,0.3566846725,0,1,0.5201288245,0.3787878788,0.1047294265,0,0.3988095238,0.552238806,0.2941176471,0.1900092889,0.4397845325,0,0.5,0,0,0.5968992248,0.4750069042,0.0221606648,186
